,Time,Sensor001,Sensor048,Sensor108,Sensor148,Sensor198,Sensor298,Sensor358,Sensor430,Sensor498,Sensor548,Sensor598,Sensor798
50,03/01/2015 01:00,0.0059,0.0156,0.012,0.0094,0.0103,0.0063,0.0081,0.0039,0.0103,0.0088,0.0165,0.0093
51,03/01/2015 02:00,0.005,0.0106,0.0062,0.0049,0.0095,0.0022,0.0067,0.0019,0.0089,0.0066,0.0085,0.0048
52,03/01/2015 03:00,0.0053,0.0073,0,0,0.009,0,0.0062,0.0012,0.0093,0.0062,0,0
53,03/01/2015 04:00,0.009,0.0073,0,0,0.009,0,0.007,0.001,0.0101,0.0058,0,0
54,03/01/2015 05:00,0.0155,0.0073,0,0,0.009,0,0.0104,0.0017,0.0123,0.0108,0,0
55,03/01/2015 06:00,0.0208,0.0073,0,0,0.009,0,0.0159,0.0041,0.0157,0.0181,0,0
56,03/01/2015 07:00,0.0271,0.0073,0,0,0.009,0,0.025,0.009,0.0209,0.023,0,0
57,03/01/2015 08:00,0.0369,0.0073,0,0,0.009,0,0.0369,0.0136,0.0292,0.0294,0,0
58,03/01/2015 09:00,0.0395,0.0073,0,0,0.009,0,0.0442,0.0194,0.0341,0.0389,0,0
59,03/01/2015 10:00,0.0401,0.0073,0,0,0.009,0,0.0541,0.0282,0.0368,0.0428,0,0
60,03/01/2015 11:00,0.0444,0.0073,0,0,0.009,0,0.0554,0.0314,0.0403,0.0484,0,0
61,03/01/2015 12:00,0.0454,0.0073,0,0,0.009,0,0.0577,0.0359,0.0415,0.048,0,0
62,03/01/2015 13:00,0.0459,0.0073,0,0,0.009,0,0.0581,0.0344,0.0432,0.0493,0,0
63,03/01/2015 14:00,0.046,0.0073,0,0,0.009,0,0.0565,0.0381,0.0428,0.0462,0,0
64,03/01/2015 15:00,0.0474,0.0073,0,0,0.009,0,0.0518,0.0391,0.0442,0.0463,0,0
65,03/01/2015 16:00,0.0457,0.0073,0,0,0.009,0,0.0506,0.0386,0.0446,0.1236,0,0
66,03/01/2015 17:00,0.046,0.0073,0,0,0.009,0,0.0471,0.0341,0.0469,0.0858,0,0
67,03/01/2015 18:00,0.0398,0.0073,0,0,0.009,0,0.0405,0.031,0.0402,0.0542,0,0
68,03/01/2015 19:00,0.0335,0.0073,0,0,0.009,0,0.0318,0.0236,0.0347,0.0377,0,0
69,03/01/2015 20:00,0.0295,0.0073,0,0,0.009,0,0.0266,0.0203,0.0278,0.0335,0,0
70,03/01/2015 21:00,0.0263,0.0073,0,0,0.009,0,0.0251,0.018,0.0257,0.0267,0,0
71,03/01/2015 22:00,0.0226,0.0073,0,0,0.009,0,0.0233,0.0157,0.0207,0,0,0
72,03/01/2015 23:00,0.0157,0.0073,0,0,0.009,0,0.016,0.0136,0.016,0,0,0
73,04/01/2015 00:00,0.0091,0.0186,0.0278,0.0167,0.0154,0.0308,0.0122,0.0069,0.0137,0.0037,0.0273,0.0171
74,04/01/2015 01:00,0.0066,0.0106,0.0211,0.0107,0.0103,0.026,0.0079,0.0041,0.0092,0.0037,0.0219,0.0111
75,04/01/2015 02:00,0.0037,0.0076,0.0203,0.0083,0.0078,0.0227,0.0059,0.0019,0.0077,0.0037,0.022,0.0092
76,04/01/2015 03:00,0.0039,0.0051,0.017,0.0067,0.0052,0.0194,0.0042,0.0014,0.0067,0.0037,0.0185,0.0082
77,04/01/2015 04:00,0.0069,0.0048,0.0159,0.007,0.0052,0.02,0.0041,0.0012,0.0068,0.0037,0.021,0.0104
78,04/01/2015 05:00,0.0123,0.0075,0.0183,0.0109,0.0073,0.0213,0.0062,0.0015,0.0093,0.0037,0.0262,0.0153
79,04/01/2015 06:00,0.0143,0.0124,0.0221,0.0176,0.0113,0.0256,0.0109,0.0036,0.0135,0.0037,0.0289,0.0208
80,04/01/2015 07:00,0.0162,0.0179,0.0264,0.0246,0.0159,0.0316,0.0167,0.0068,0.0175,0.0037,0.0324,0.0253
81,04/01/2015 08:00,0.0236,0.028,0.0336,0.0388,0.0239,0.0385,0.0253,0.0112,0.0232,0.0037,0.0382,0.0361
82,04/01/2015 09:00,0.0329,0.0433,0.0412,0.0577,0.0353,0.0537,0.0357,0.0163,0.031,0.0037,0.0464,0.0501
83,04/01/2015 10:00,0.035,0.0593,0.0524,0.0715,0.0471,0.0591,0.0453,0.0216,0.0365,0.0037,0.0521,0.0628
84,04/01/2015 11:00,0.0317,0.0634,0.0604,0.0705,0.0531,0.0654,0.0382,0.0219,0.0416,0.0079,0.0591,0.1293
85,04/01/2015 12:00,0,0.0679,0.0648,0.0676,0.0587,0.0667,0.001,0,0.0489,0.0418,0.0662,0.1337
86,04/01/2015 13:00,0,0.0708,0.0709,0.0686,0.0614,0.0697,0,0,0.0505,0.0424,0.0649,0.1018
87,04/01/2015 14:00,0,0.0716,0.0649,0.0681,0.0615,0.0639,0,0,0.042,0.0404,0.0493,0.0682
88,04/01/2015 15:00,0,0.0692,0.0679,0.0624,0.0616,0.0687,0,0,0.0409,0.0418,0.0534,0.0629
89,04/01/2015 16:00,0,0.0706,0.0645,0.059,0.0617,0.0689,0,0,0.0431,0.0429,0.0561,0.0685
90,04/01/2015 17:00,0,0.073,0.0628,0.067,0.061,0.065,0,0,0.0379,0.0409,0.0525,0.1126
91,04/01/2015 18:00,0,0.0701,0.0582,0.0582,0.0541,0.0589,0,0,0.0349,0.0392,0.0531,0.0645
92,04/01/2015 19:00,0,0.0558,0.048,0.0466,0.0442,0.0506,0,0,0.0306,0.0316,0.0472,0.0493
93,04/01/2015 20:00,0,0.0486,0.043,0.0416,0.0385,0.0457,0,0,0.0273,0.0269,0.0469,0.0445
94,04/01/2015 21:00,0,0.0407,0.0366,0.0351,0.0329,0.0426,0,0,0.0205,0.0221,0.0398,0.0388
95,04/01/2015 22:00,0,0.0291,0.0326,0.0284,0.0242,0.0379,0,0,0.0169,0.0204,0.0357,0.0312
96,04/01/2015 23:00,0,0.0172,0.0287,0.0177,0.0151,0.0315,0,0,0.0119,0.0141,0.0287,0.0199
97,05/01/2015 00:00,0.008,0.009,0.0213,0.0101,0.009,0.025,0.0186,0.0024,0.0094,0.0083,0.0238,0.0107
98,05/01/2015 01:00,0.0076,0.0047,0.0175,0.0066,0.0056,0.0225,0.0163,0.0013,0.0069,0.0043,0.0205,0.0089
99,05/01/2015 02:00,0.0075,0.0038,0.0155,0.0053,0.0048,0.0208,0.0167,0.0011,0.008,0.004,0.0207,0.0086
100,05/01/2015 03:00,0.0082,0.0051,0.0192,0.0066,0.0057,0.0194,0.0166,0.0015,0.0097,0.0048,0.0225,0.0118
101,05/01/2015 04:00,0.0106,0.0155,0.0295,0.0168,0.0121,0.0229,0.0198,0.0031,0.0174,0.0079,0.0324,0.0283
102,05/01/2015 05:00,0.0419,0.0391,0.0609,0.0413,0.0322,0.0282,0.0295,0.008,0.046,0.0136,0.0462,0.0672
103,05/01/2015 06:00,0.2373,0.0594,0.0726,0.0657,0.0612,0.0416,0.0391,0.0155,0.0681,0.0254,0.0721,0.1013
104,05/01/2015 07:00,0.0911,0.0882,0.0769,0.1146,0.0868,0.0635,0.0469,0.0218,0.0765,0.0394,0.1039,0.1139
105,05/01/2015 08:00,0.1167,0.0721,0.0805,0.1216,0.0814,0.0725,0.0461,0.022,0.0689,0.0368,0.1098,0.1468
106,05/01/2015 09:00,0.0741,0.0535,0.0805,0.0973,0.0696,0.0654,0.0441,0.0307,0.0671,0.035,0.092,0.1056
107,05/01/2015 10:00,0.0519,0.0658,0.0852,0.0751,0.0639,0.0672,0.0423,0.03,0.0502,0.0399,0.0723,0.1238
108,05/01/2015 11:00,0.0485,0.0664,0.093,0.0712,0.0628,0.0731,0.0424,0.0315,0.0519,0.0421,0.0677,0.1699
109,05/01/2015 12:00,0.0447,0.0673,0.0893,0.0707,0.0636,0.0763,0.0455,0.0272,0.0515,0.0438,0.0684,0.1765
110,05/01/2015 13:00,0.0495,0.07,0.0903,0.073,0.0646,0.0806,0.0463,0.0191,0.049,0.046,0.0681,0.2048
111,05/01/2015 14:00,0.0416,0.0777,0.0948,0.0735,0.0682,0.0932,0.0497,0.0398,0.0522,0.053,0.0706,0.1873
112,05/01/2015 15:00,0.0414,0.074,0.0906,0.0789,0.0728,0.0999,0.0526,0.1437,0.0609,0.0534,0.0776,0.1865
113,05/01/2015 16:00,0.04,0.0811,0.1013,0.0752,0.0753,0.1049,0.0575,0.1325,0.0614,0.0554,0.0799,0.1515
114,05/01/2015 17:00,0.0424,0.091,0.1036,0.0805,0.0815,0.1104,0.0607,0.159,0.0699,0.0694,0.0802,0.0971
115,05/01/2015 18:00,0.0342,0.0769,0.0828,0.0676,0.0679,0.0923,0.0493,0.1201,0.0549,0.0449,0.0815,0.23
116,05/01/2015 19:00,0.029,0.0646,0.063,0.0475,0.0476,0.0658,0.039,0.0325,0.0337,0.0325,0.0566,0.2057
117,05/01/2015 20:00,0.0242,0.0402,0.0493,0.0344,0.0348,0.0527,0.0356,0.0231,0.0249,0.0229,0.049,0.0344
118,05/01/2015 21:00,0.0242,0.0306,0.0455,0.0253,0.0294,0.0481,0.0302,0.0195,0.0209,0.0205,0.0444,0.0271
119,05/01/2015 22:00,0.0199,0.0177,0.0565,0.0101,0.022,0.0416,0.0291,0.0148,0.016,0.0167,0.0359,0.0123
120,05/01/2015 23:00,0.0154,0.0125,0.0298,0.0085,0.0137,0.033,0.0245,0.0089,0.0114,0.013,0.027,0.0102
121,06/01/2015 00:00,0.0055,0.0172,0.0127,0.0078,0.0114,0.007,0.0077,0.0038,0.0092,0.0094,0.0162,0.0087
122,06/01/2015 01:00,0.0041,0.012,0.0081,0.0047,0.0085,0.0048,0.006,0.0014,0.007,0.0068,0.012,0.0073
123,06/01/2015 02:00,0.0039,0.01,0.0075,0.0037,0.0075,0.0033,0.0056,0.0012,0.008,0.0062,0.0104,0.0074
124,06/01/2015 03:00,0.0087,0.0119,0.0081,0.007,0.0073,0.0031,0.0059,9.00E-04,0.0107,0.0065,0.0135,0.0122
125,06/01/2015 04:00,0.0244,0.0236,0.019,0.016,0.0103,0.005,0.0114,0.0013,0.0182,0.0088,0.0243,0.0271
126,06/01/2015 05:00,0.072,0.0424,0.0584,0.0435,0.0245,0.0085,0.0263,0.0034,0.0474,0.0155,0.0514,0.0692
127,06/01/2015 06:00,0.0921,0.0888,0.1257,0.0707,0.0604,0.0211,0.0442,0.0089,0.0737,0.027,0.1122,0.0869
128,06/01/2015 07:00,0.1374,0.105,0.0649,0.143,0.1509,0.037,0.0572,0.0219,0.0755,0.0393,0.1505,0.228
129,06/01/2015 08:00,0.3214,0.0764,0.0637,0.177,0.3327,0.0492,0.0552,0.0309,0.0723,0.0376,0.1373,0.2461
130,06/01/2015 09:00,0.1144,0.0551,0.0662,0.1228,0.1721,0.0581,0.0495,0.0269,0.0667,0.036,0.1109,0.1379
131,06/01/2015 10:00,0.0428,0.0664,0.0646,0.0699,0.0732,0.0801,0.0321,0.0151,0.056,0.0416,0.0951,0.0628
132,06/01/2015 11:00,0.0531,0.0662,0.0598,0.0643,0.0648,0.051,0.05,0.0294,0.0539,0.0411,0.0908,0.0606
133,06/01/2015 12:00,0.0489,0.064,0.0646,0.0588,0.0641,0.0545,0.0524,0.0325,0.0526,0.0455,0.0889,0.0573
134,06/01/2015 13:00,0.0531,0.0653,0.0616,0.0596,0.0515,0.0574,0.0557,0.0389,0.0522,0.0444,0.0851,0.0534
135,06/01/2015 14:00,0.0458,0.0829,0.068,0.0702,0.0583,0.1903,0.0662,0.0509,0.0578,0.0522,0.0963,0.0574
136,06/01/2015 15:00,0.041,0.0888,0.0763,0.0853,0.0686,0.2534,0.0752,0.0673,0.0662,0.0552,0.1123,0.0577
137,06/01/2015 16:00,0.0375,0.1043,0.0803,0.0812,0.0699,0.1225,0.0756,0.084,0.065,0.055,0.1107,0.0555
138,06/01/2015 17:00,0.0368,0.1141,0.079,0.0904,0.0605,0.0974,0.0697,0.2864,0.0735,0.0733,0.1073,0.0522
139,06/01/2015 18:00,0.0323,0.101,0.0752,0.0727,0.0638,0.0796,0.0591,0.3092,0.064,0.0847,0.1145,0.0482
140,06/01/2015 19:00,0.0272,0.1151,0.0493,0.0511,0.0528,0.051,0.0448,0.1009,0.0404,0.0348,0.0789,0.0386
141,06/01/2015 20:00,0.0235,0.0633,0.0329,0.036,0.0304,0.0348,0.0324,0.0328,0.0287,0.0287,0.0575,0.0309
142,06/01/2015 21:00,0.0188,0.044,0.0287,0.0311,0.0252,0.0297,0.0254,0.024,0.0244,0.0226,0.0528,0.0273
143,06/01/2015 22:00,0.0151,0.0355,0.0239,0.0225,0.0197,0.0204,0.0183,0.0137,0.0178,0.0172,0.0424,0.0227
144,06/01/2015 23:00,0.0087,0.0274,0.0177,0.0135,0.0177,0.014,0.0123,0.0088,0.0115,0.0139,0.0276,0.0138
145,07/01/2015 00:00,0.0051,0.0174,0.011,0.0078,0.0139,0.0062,0.0089,0.0041,0.0091,0.0108,0.0172,0.0093
146,07/01/2015 01:00,0.004,0.0124,0.0083,0.0057,0.0087,0.0047,0.0058,0.0018,0.0068,0.0084,0.0114,0.0072
147,07/01/2015 02:00,0.0047,0.0107,0.0082,0.0041,0.0081,0.0026,0.0052,0.0013,0.0086,0.007,0.0102,0.0089
148,07/01/2015 03:00,0.0086,0.0114,0.0082,0.0065,0.0078,0.0031,0.0064,9.00E-04,0.0111,0.0075,0.0137,0.0118
149,07/01/2015 04:00,0.0239,0.0237,0.0193,0.0165,0.0111,0.0048,0.0106,0.0013,0.0212,0.0093,0.0248,0.0275
150,07/01/2015 05:00,0.0705,0.0441,0.0591,0.0423,0.0246,0.0087,0.0269,0.0034,0.043,0.0158,0.0527,0.0712
151,07/01/2015 06:00,0.0905,0.0678,0.1565,0.0713,0.0564,0.0204,0.0415,0.0086,0.07,0.0274,0.106,0.1299
152,07/01/2015 07:00,0.1275,0.0956,0.0653,0.1357,0.1341,0.0381,0.0571,0.0204,0.0779,0.0388,0.1453,0.2426
153,07/01/2015 08:00,0.0945,0.0745,0.0732,0.1657,0.2006,0.0498,0.0557,0.0308,0.0762,0.0385,0.1355,0.2414
154,07/01/2015 09:00,0.082,0.0554,0.0649,0.1304,0.1357,0.0778,0.0498,0.027,0.0707,0.0347,0.1261,0.1359
155,07/01/2015 10:00,0.0636,0.0637,0.0656,0.073,0.0621,0.0512,0.0521,0.0233,0.0557,0.0379,0.0986,0.067
156,07/01/2015 11:00,0.0528,0.0658,0.0654,0.0642,0.0606,0.0465,0.0513,0.0277,0.056,0.0405,0.0914,0.0612
157,07/01/2015 12:00,0.0495,0.067,0.062,0.0629,0.0566,0.0499,0.0502,0.0321,0.056,0.0399,0.0876,0.0569
158,07/01/2015 13:00,0.05,0.0663,0.0614,0.0625,0.0519,0.0545,0.0493,0.035,0.0684,0.0459,0.0843,0.053
159,07/01/2015 14:00,0.0455,0.0819,0.0684,0.0689,0.058,0.0737,0.0627,0.0544,0.0555,0.0488,0.0932,0.0574
160,07/01/2015 15:00,0.0427,0.0927,0.0769,0.0747,0.0692,0.0942,0.0685,0.0842,0.0647,0.0555,0.1097,0.0612
161,07/01/2015 16:00,0.038,0.0951,0.0828,0.0784,0.0667,0.1635,0.0805,0.2234,0.0652,0.0572,0.1096,0.0588
162,07/01/2015 17:00,0.0366,0.1054,0.0777,0.0855,0.0604,0.1394,0.0675,0.3048,0.0735,0.0554,0.1122,0.0565
163,07/01/2015 18:00,0,0.0953,0.0472,0.0722,0.0679,0.0739,0,0,0.0596,0.0455,0.1091,0.0502
164,07/01/2015 19:00,0,0.0741,0.0765,0.0512,0.0548,0.0534,0,0,0.0392,0.0403,0.087,0.0395
165,07/01/2015 20:00,0,0.0552,0.0356,0.0365,0.0344,0.0366,0,0,0.0302,0.0321,0.0573,0.032
166,07/01/2015 21:00,0,0.044,0.0359,0.0299,0.0254,0.0287,0,0,0.0252,0.0254,0.0562,0.0274
167,07/01/2015 22:00,0,0.0428,0.0462,0.0256,0.0213,0.0229,0,0,0.0192,0.02,0.045,0.0231
168,07/01/2015 23:00,0,0.0265,0.0185,0.0124,0.0166,0.0145,0,0,0.012,0.0163,0.0291,0.0136
169,08/01/2015 00:00,0,0.017,0.0129,0.0071,0.0123,0.0072,0,0,0.0107,0.0093,0.0186,0.0098
170,08/01/2015 01:00,0,0.0129,0.0087,0.0051,0.0086,0.0043,0,0,0.0076,0.0064,0.0115,0.0075
171,08/01/2015 02:00,0,0.0105,0.0077,0.0041,0.008,0.0036,0,0,0.0078,0.006,0.0113,0.0081
172,08/01/2015 03:00,0,0.0133,0.0087,0.0062,0.0069,0.0032,0,0,0.0103,0.0067,0.0152,0.0118
173,08/01/2015 04:00,0,0.0231,0.0192,0.0155,0.0112,0.0054,0,0,0.018,0.0094,0.0232,0.0265
174,08/01/2015 05:00,0.0138,0.0435,0.0559,0.0392,0.023,0.0086,0.0047,5.00E-04,0.0469,0.0161,0.0523,0.0675
175,08/01/2015 06:00,0.0059,0.0665,0.1004,0.0647,0.0564,0.0209,0.0025,2.00E-04,0.0715,0.0267,0.109,0.1366
176,08/01/2015 07:00,0.0052,0.1046,0.0656,0.1248,0.1162,0.0378,0.0036,0.0017,0.0732,0.0395,0.1376,0.1949
177,08/01/2015 08:00,0.0817,0.0867,0.0659,0.1813,0.178,0.0498,0.0463,0.0215,0.0777,0.0402,0.1403,0.2399
178,08/01/2015 09:00,0.0626,0.0585,0.0692,0.1086,0.1383,0.0928,0.0391,0.0193,0.0692,0.0386,0.1081,0.2077
179,08/01/2015 10:00,0.0675,0.0646,0.0664,0.0703,0.0658,0.0505,0.0469,0.022,0.0566,0.0394,0.0995,0.078
180,08/01/2015 11:00,0.0367,0.0668,0.0638,0.0697,0.0623,0.0516,0.0345,0.0184,0.0557,0.0414,0.095,0.0613
181,08/01/2015 12:00,0.0503,0.0687,0.0646,0.0717,0.0582,0.0579,0.0537,0.0319,0.0546,0.047,0.091,0.0586
182,08/01/2015 13:00,0.0527,0.0755,0.0702,0.0667,0.0594,0.0655,0.0614,0.0366,0.0551,0.047,0.0994,0.0606
183,08/01/2015 14:00,0.05,0.1018,0.076,0.0697,0.0601,0.0816,0.0694,0.0546,0.0578,0.048,0.0927,0.0623
184,08/01/2015 15:00,0.0414,0.0855,0.0759,0.0795,0.0682,0.0918,0.0774,0.074,0.0689,0.0476,0.1126,0.0634
185,08/01/2015 16:00,0.0354,0.1097,0.0777,0.0836,0.0773,0.1272,0.0771,0.0869,0.0655,0.0509,0.1306,0.0591
186,08/01/2015 17:00,0.0358,0.1122,0.0818,0.0752,0.0594,0.1965,0.0697,0.2147,0.071,0.0537,0.1051,0.0464
187,08/01/2015 18:00,0.0318,0.0073,0,0,0.009,0,0.0592,0.2775,0.0569,0.0438,0,0
188,08/01/2015 19:00,0.0261,0.0073,0,0,0.009,0,0.0462,0.0716,0.0315,0.0388,0,0
189,08/01/2015 20:00,0.0235,0.0073,0,0,0.009,0,0.0327,0.0355,0.0233,0.0319,0,0
190,08/01/2015 21:00,0.0203,0.0073,0,0,0.009,0,0.0259,0.0269,0.0218,0.0239,0,0
191,08/01/2015 22:00,0.0207,0.0073,0,0,0.009,0,0.0179,0.0149,0.015,0.0187,0,0
192,08/01/2015 23:00,0.0241,0.0073,0,0,0.009,0,0.0195,0.0087,0.0115,0.0129,0,0
193,09/01/2015 00:00,0.021,0.0073,0,0,0.009,0,0.0214,0.0052,0.0094,0.0091,0,0
194,09/01/2015 01:00,0.0183,0.0073,0,0,0.009,0,0.0175,9.00E-04,0.0087,0.0072,0,0
195,09/01/2015 02:00,0.0188,0.0073,0,0,0.009,0,0.0196,4.00E-04,0.0075,0.0068,0,0
196,09/01/2015 03:00,0.0203,0.0073,0,0,0.009,0,0.0204,2.00E-04,0.0098,0.0061,0,0
197,09/01/2015 04:00,0.0337,0.0073,0,0,0.009,0,0.0243,3.00E-04,0.0162,0.0083,0,0
198,09/01/2015 05:00,0.0555,0.0283,0.0378,0.0255,0.0197,0.0056,0.0279,0.0022,0.0407,0.0151,0.0302,0.036
